id_estudiante,nombre,apellido,edad,genero,carrera,semestre,email,telefono,calificaciones_anteriores,asistencia_porcentaje,participacion_clase,horas_estudio_semanal,nivel_socioeconomico,rendimiento_riesgo,nota_matematicas,nota_ciencias,nota_lenguaje,nota_historia,promedio_general,creditos_aprobados,creditos_totales,fecha_ingreso,estado_academico,motivo_riesgo
554,Mateo,Ruiz,22,M,Educación,2,mateo.ruiz@universidad.edu,555-0554,4.84,86,4,10,Medio,0,4.7,5.0,4.9,4.9,4.9,30,40,2025-01-17,Activo,
555,Andrés,González,24,M,Psicología,8,andrés.gonzález@universidad.edu,555-0555,5.66,64,1,12,Medio,1,5.8,6.0,5.3,5.7,5.7,89,160,2022-01-18,En Riesgo,Baja participación
556,Natalia,González,25,F,Administración,5,natalia.gonzález@universidad.edu,555-0556,7.73,78,3,13,Medio,0,7.6,8.2,8.2,7.8,8.0,75,100,2023-07-17,Activo,
557,Sofía,López,18,F,Ingeniería,8,sofía.lópez@universidad.edu,555-0557,9.5,77,5,4,Medio,0,9.2,9.2,9.2,9.8,9.3,95,160,2022-01-18,Activo,
558,Benjamín,Mendoza,24,M,Ingeniería,5,benjamín.mendoza@universidad.edu,555-0558,7.23,69,4,17,Medio,0,7.3,6.9,7.5,7.1,7.2,52,100,2023-07-17,Condicional,
559,Lucía,Ramírez,24,F,Derecho,1,lucía.ramírez@universidad.edu,555-0559,4.81,97,2,16,Bajo,1,4.6,4.7,4.5,5.2,4.8,10,20,2025-07-16,En Riesgo,
560,Maximiliano,Pérez,22,M,Psicología,5,maximiliano.pérez@universidad.edu,555-0560,4.91,95,4,3,Medio,1,5.1,5.3,4.7,4.6,4.9,75,100,2023-07-17,En Riesgo,Problemas familiares
561,Fernando,Aguilar,18,M,Derecho,3,fernando.aguilar@universidad.edu,555-0561,5.46,71,2,22,Bajo,1,5.6,5.0,5.3,5.6,5.4,43,60,2024-07-16,En Riesgo,Bajo rendimiento académico
562,Antonella,Vargas,26,F,Psicología,3,antonella.vargas@universidad.edu,555-0562,9.3,66,2,2,Medio,1,9.0,9.2,9.5,9.7,9.3,40,60,2024-07-16,En Riesgo,
563,Regina,Castillo,26,F,Educación,6,regina.castillo@universidad.edu,555-0563,6.61,81,1,10,Bajo,0,7.0,6.3,6.6,6.3,6.5,90,120,2023-01-18,Activo,
564,Andrés,Torres,25,M,Derecho,2,andrés.torres@universidad.edu,555-0564,6.76,62,2,18,Alto,1,6.5,7.1,7.2,7.2,7.0,23,40,2025-01-17,En Riesgo,Baja asistencia
565,Rodrigo,Moreno,23,M,Ingeniería,3,rodrigo.moreno@universidad.edu,555-0565,4.63,60,5,1,Alto,1,4.9,4.6,5.0,4.8,4.8,36,60,2024-07-16,En Riesgo,
566,Amparo,Ramírez,25,F,Derecho,7,amparo.ramírez@universidad.edu,555-0566,8.79,57,1,2,Medio,1,8.9,8.3,8.9,8.6,8.7,105,140,2022-07-17,En Riesgo,Bajo rendimiento académico
567,Julieta,Rodríguez,21,F,Educación,1,julieta.rodríguez@universidad.edu,555-0567,5.04,99,2,8,Bajo,1,5.3,5.5,4.8,5.1,5.2,15,20,2025-07-16,En Riesgo,Baja participación
568,Roberto,Jiménez,25,M,Derecho,1,roberto.jiménez@universidad.edu,555-0568,8.84,65,1,18,Bajo,1,8.9,9.3,8.6,9.2,9.0,15,20,2025-07-16,En Riesgo,Pocas horas de estudio
569,Vicente,Torres,20,M,Arte,6,vicente.torres@universidad.edu,555-0569,6.3,83,2,18,Medio,0,5.9,6.7,6.0,5.9,6.1,90,120,2023-01-18,Activo,
570,Renata,Ramírez,21,F,Arte,7,renata.ramírez@universidad.edu,555-0570,8.8,81,2,13,Alto,0,8.7,8.9,9.0,8.9,8.9,80,140,2022-07-17,Condicional,
571,Sofía,Torres,18,F,Ingeniería,8,sofía.torres@universidad.edu,555-0571,8.75,92,2,4,Bajo,0,8.4,9.0,9.2,8.8,8.8,120,160,2022-01-18,Activo,
572,Amparo,Rojas,24,F,Psicología,6,amparo.rojas@universidad.edu,555-0572,4.51,62,5,4,Alto,1,4.3,4.2,4.9,4.5,4.5,90,120,2023-01-18,En Riesgo,Baja participación
573,Joaquín,Jiménez,23,M,Economía,4,joaquín.jiménez@universidad.edu,555-0573,5.8,64,4,24,Bajo,1,5.8,5.3,6.3,6.0,5.8,60,80,2024-01-18,En Riesgo,Bajo rendimiento académico
574,Santiago,Hernández,19,M,Psicología,2,santiago.hernández@universidad.edu,555-0574,4.42,75,4,10,Alto,0,4.1,4.2,4.0,4.0,4.1,30,40,2025-01-17,Activo,
575,Ana,Sánchez,22,F,Psicología,2,ana.sánchez@universidad.edu,555-0575,8.91,58,3,2,Medio,1,9.2,8.7,9.3,8.8,9.0,27,40,2025-01-17,En Riesgo,Bajo rendimiento académico
576,Laura,Ramos,24,F,Administración,2,laura.ramos@universidad.edu,555-0576,7.99,71,3,16,Medio,0,8.2,7.9,7.6,7.6,7.8,23,40,2025-01-17,Activo,
577,Nicolás,Martínez,22,M,Derecho,3,nicolás.martínez@universidad.edu,555-0577,4.6,52,2,21,Medio,1,4.2,4.4,5.1,4.3,4.5,39,60,2024-07-16,En Riesgo,Problemas familiares
578,Isabella,Hernández,22,F,Arte,2,isabella.hernández@universidad.edu,555-0578,4.7,83,4,10,Medio,0,5.2,5.1,4.8,5.0,5.0,27,40,2025-01-17,Condicional,
579,Vicente,Ruiz,20,M,Arquitectura,1,vicente.ruiz@universidad.edu,555-0579,9.16,66,4,5,Bajo,1,9.3,8.7,9.0,9.5,9.1,15,20,2025-07-16,En Riesgo,Bajo rendimiento académico
580,Maximiliano,Silva,22,M,Medicina,2,maximiliano.silva@universidad.edu,555-0580,4.01,60,2,6,Alto,1,4.0,4.0,4.0,4.1,4.0,21,40,2025-01-17,En Riesgo,Pocas horas de estudio
581,Alejandro,González,21,M,Psicología,3,alejandro.gonzález@universidad.edu,555-0581,5.81,77,5,9,Alto,0,5.9,5.7,5.3,5.5,5.6,45,60,2024-07-16,Condicional,
582,Constanza,Vargas,21,F,Ingeniería,2,constanza.vargas@universidad.edu,555-0582,7.17,83,4,3,Alto,0,7.2,7.5,7.0,6.8,7.1,23,40,2025-01-17,Activo,
583,Renata,Ruiz,25,F,Derecho,6,renata.ruiz@universidad.edu,555-0583,8.19,90,5,6,Medio,0,8.6,8.2,8.5,8.0,8.3,90,120,2023-01-18,Activo,
584,Valentina,Vargas,21,F,Enfermería,7,valentina.vargas@universidad.edu,555-0584,6.5,100,4,13,Bajo,0,6.5,6.8,6.9,6.3,6.6,75,140,2022-07-17,Condicional,
585,Javiera,Herrera,24,F,Administración,6,javiera.herrera@universidad.edu,555-0585,5.73,97,1,7,Medio,1,5.3,5.9,5.7,5.4,5.6,90,120,2023-01-18,En Riesgo,Bajo rendimiento académico
586,Esperanza,Guerrero,21,F,Enfermería,1,esperanza.guerrero@universidad.edu,555-0586,8.01,89,2,20,Medio,0,8.1,7.7,7.5,8.5,8.0,11,20,2025-07-16,Activo,
587,Esteban,Rojas,19,M,Educación,4,esteban.rojas@universidad.edu,555-0587,6.64,72,2,23,Alto,0,6.9,6.2,6.8,6.3,6.6,43,80,2024-01-18,Condicional,
588,Sebastián,Mendoza,22,M,Derecho,4,sebastián.mendoza@universidad.edu,555-0588,6.05,95,1,18,Medio,0,6.5,5.6,6.5,6.0,6.2,60,80,2024-01-18,Activo,
589,Renata,Silva,25,F,Economía,8,renata.silva@universidad.edu,555-0589,4.1,60,4,3,Medio,1,4.2,4.0,4.3,4.4,4.2,114,160,2022-01-18,En Riesgo,Bajo rendimiento académico
590,Roberto,Rojas,23,M,Economía,7,roberto.rojas@universidad.edu,555-0590,7.38,99,3,17,Alto,0,7.6,7.1,7.6,7.8,7.5,71,140,2022-07-17,Condicional,
591,Isabella,Ramos,25,F,Administración,3,isabella.ramos@universidad.edu,555-0591,8.71,73,1,4,Medio,0,8.5,8.3,9.2,8.7,8.7,45,60,2024-07-16,Activo,
592,Natalia,López,22,F,Arquitectura,8,natalia.lópez@universidad.edu,555-0592,8.96,56,4,4,Alto,1,9.0,9.0,9.0,8.7,8.9,85,160,2022-01-18,En Riesgo,Bajo rendimiento académico
593,Benjamín,Romero,24,M,Psicología,4,benjamín.romero@universidad.edu,555-0593,7.84,55,1,18,Medio,1,7.6,7.5,7.6,8.1,7.7,42,80,2024-01-18,En Riesgo,Bajo rendimiento académico
594,Laura,Herrera,24,F,Derecho,7,laura.herrera@universidad.edu,555-0594,5.31,80,5,24,Medio,0,5.7,5.2,5.2,5.0,5.3,97,140,2022-07-17,Activo,
595,Florencia,Castillo,26,F,Educación,8,florencia.castillo@universidad.edu,555-0595,7.6,91,1,24,Bajo,0,7.3,7.5,7.4,7.2,7.4,114,160,2022-01-18,Condicional,
596,Tomás,García,21,M,Ingeniería,1,tomás.garcía@universidad.edu,555-0596,6.72,79,1,13,Bajo,0,6.9,6.6,6.9,6.8,6.8,12,20,2025-07-16,Condicional,
597,Constanza,Delgado,18,F,Derecho,5,constanza.delgado@universidad.edu,555-0597,4.46,60,2,13,Medio,1,4.8,4.2,4.0,4.6,4.4,68,100,2023-07-17,En Riesgo,Baja participación
598,Nicolás,González,26,M,Derecho,2,nicolás.gonzález@universidad.edu,555-0598,7.16,72,4,1,Bajo,0,7.3,7.1,6.8,7.3,7.1,26,40,2025-01-17,Activo,
599,Esteban,González,21,M,Economía,7,esteban.gonzález@universidad.edu,555-0599,4.46,50,1,23,Medio,1,4.8,4.9,4.6,5.0,4.8,80,140,2022-07-17,En Riesgo,Problemas económicos
600,Roberto,Medina,18,M,Enfermería,1,roberto.medina@universidad.edu,555-0600,9.89,88,3,25,Bajo,0,10.0,10.0,10.0,9.6,9.9,15,20,2025-07-16,Condicional,
601,Antonella,Martínez,22,F,Ingeniería,3,antonella.martínez@universidad.edu,555-0601,5.01,90,1,25,Alto,1,4.9,5.4,5.5,4.6,5.1,35,60,2024-07-16,En Riesgo,Problemas económicos
602,Sofía,Delgado,24,F,Administración,8,sofía.delgado@universidad.edu,555-0602,9.4,69,1,9,Bajo,1,9.6,9.6,9.6,9.6,9.6,120,160,2022-01-18,En Riesgo,Problemas familiares
603,Mariana,Vega,23,F,Arquitectura,7,mariana.vega@universidad.edu,555-0603,6.65,73,2,1,Alto,0,6.7,6.7,6.9,6.3,6.7,71,140,2022-07-17,Activo,
604,José,González,20,M,Arte,8,josé.gonzález@universidad.edu,555-0604,4.9,77,4,12,Bajo,0,5.0,5.3,4.8,5.0,5.0,92,160,2022-01-18,Activo,
605,Cristóbal,Martínez,26,M,Derecho,2,cristóbal.martínez@universidad.edu,555-0605,5.55,65,1,20,Bajo,1,5.3,5.9,5.4,5.1,5.4,30,40,2025-01-17,En Riesgo,
606,Mateo,Silva,19,M,Psicología,8,mateo.silva@universidad.edu,555-0606,6.71,84,2,18,Bajo,0,6.4,6.5,7.1,6.2,6.5,87,160,2022-01-18,Activo,
607,Maximiliano,Sánchez,18,M,Economía,4,maximiliano.sánchez@universidad.edu,555-0607,9.99,56,4,7,Medio,1,9.7,10.0,9.9,9.8,9.9,60,80,2024-01-18,En Riesgo,Baja asistencia
608,Magdalena,Vargas,21,F,Arquitectura,5,magdalena.vargas@universidad.edu,555-0608,5.61,54,1,24,Alto,1,5.6,6.1,5.5,6.0,5.8,75,100,2023-07-17,En Riesgo,Problemas familiares
609,Esperanza,Mendoza,19,F,Arquitectura,8,esperanza.mendoza@universidad.edu,555-0609,5.04,74,3,2,Bajo,1,5.1,4.9,5.2,5.1,5.1,120,160,2022-01-18,En Riesgo,Baja participación
610,Carmen,Ortega,21,F,Economía,5,carmen.ortega@universidad.edu,555-0610,6.36,68,2,11,Bajo,1,6.1,6.0,6.0,6.2,6.1,75,100,2023-07-17,En Riesgo,Bajo rendimiento académico
611,José,Rojas,25,M,Ingeniería,7,josé.rojas@universidad.edu,555-0611,9.33,66,1,22,Bajo,1,9.5,8.9,9.6,9.8,9.4,99,140,2022-07-17,En Riesgo,Problemas económicos
612,Valentina,López,23,F,Educación,7,valentina.lópez@universidad.edu,555-0612,7.47,67,4,23,Medio,0,7.2,7.2,7.6,7.9,7.5,105,140,2022-07-17,Activo,
613,Benjamín,Jiménez,20,M,Arte,1,benjamín.jiménez@universidad.edu,555-0613,5.48,57,2,18,Bajo,1,5.2,5.1,5.1,5.6,5.2,15,20,2025-07-16,En Riesgo,Baja participación
614,Emilio,Flores,18,M,Ingeniería,6,emilio.flores@universidad.edu,555-0614,4.26,65,1,24,Alto,1,4.3,4.1,4.3,4.7,4.3,84,120,2023-01-18,En Riesgo,Baja participación
615,Joaquín,Martínez,19,M,Medicina,2,joaquín.martínez@universidad.edu,555-0615,7.63,82,2,20,Alto,0,7.4,8.1,7.3,7.4,7.6,30,40,2025-01-17,Activo,
616,Roberto,Sánchez,21,M,Medicina,2,roberto.sánchez@universidad.edu,555-0616,8.29,84,5,5,Bajo,0,7.9,8.6,8.5,8.1,8.3,21,40,2025-01-17,Activo,
617,Nicolás,González,23,M,Ingeniería,1,nicolás.gonzález@universidad.edu,555-0617,8.81,76,3,24,Medio,0,9.2,8.7,8.7,9.2,8.9,13,20,2025-07-16,Activo,
618,Tomás,Guerrero,22,M,Arte,2,tomás.guerrero@universidad.edu,555-0618,7.04,82,5,16,Alto,0,6.6,7.0,7.0,6.8,6.9,26,40,2025-01-17,Activo,
619,Florencia,Martínez,20,F,Arte,3,florencia.martínez@universidad.edu,555-0619,9.3,93,1,3,Bajo,0,9.3,9.6,9.5,9.7,9.5,31,60,2024-07-16,Condicional,
620,Sofía,Castro,23,F,Derecho,2,sofía.castro@universidad.edu,555-0620,4.32,68,1,19,Bajo,1,4.6,4.4,4.4,4.6,4.5,29,40,2025-01-17,En Riesgo,Problemas económicos
621,Mateo,Ruiz,18,M,Enfermería,1,mateo.ruiz@universidad.edu,555-0621,9.1,96,5,3,Bajo,0,9.2,9.1,9.4,9.5,9.3,15,20,2025-07-16,Activo,
622,Cristóbal,Vega,26,M,Derecho,5,cristóbal.vega@universidad.edu,555-0622,9.43,96,4,2,Medio,0,9.6,9.0,9.1,9.4,9.3,65,100,2023-07-17,Activo,
623,Amparo,Guerrero,21,F,Economía,4,amparo.guerrero@universidad.edu,555-0623,7.99,51,5,9,Bajo,0,7.9,8.4,8.3,8.1,8.2,48,80,2024-01-18,Activo,
624,Antonella,Herrera,18,F,Medicina,4,antonella.herrera@universidad.edu,555-0624,9.32,100,1,5,Medio,0,9.0,9.1,9.7,9.8,9.4,60,80,2024-01-18,Condicional,
625,Renata,Rojas,26,F,Arquitectura,6,renata.rojas@universidad.edu,555-0625,7.95,54,1,19,Medio,1,8.2,7.7,7.5,8.0,7.8,90,120,2023-01-18,En Riesgo,Bajo rendimiento académico
626,José,Torres,21,M,Medicina,1,josé.torres@universidad.edu,555-0626,5.23,50,3,5,Medio,1,5.1,5.5,4.9,4.8,5.1,12,20,2025-07-16,En Riesgo,
627,Constanza,Ruiz,20,F,Educación,2,constanza.ruiz@universidad.edu,555-0627,5.44,76,1,8,Alto,1,5.0,5.0,5.1,5.4,5.1,21,40,2025-01-17,En Riesgo,Pocas horas de estudio
628,Mariana,Aguilar,25,F,Arquitectura,4,mariana.aguilar@universidad.edu,555-0628,5.3,72,1,12,Alto,1,5.0,5.4,5.7,4.9,5.2,60,80,2024-01-18,En Riesgo,Problemas familiares
629,Alejandro,Pérez,25,M,Psicología,1,alejandro.pérez@universidad.edu,555-0629,7.63,89,5,17,Bajo,0,7.7,7.8,7.5,7.3,7.6,14,20,2025-07-16,Activo,
630,Roberto,Rodríguez,18,M,Derecho,8,roberto.rodríguez@universidad.edu,555-0630,4.46,97,3,4,Medio,1,4.3,4.9,4.9,4.7,4.7,120,160,2022-01-18,En Riesgo,Baja asistencia
631,Amparo,Ramos,19,F,Derecho,8,amparo.ramos@universidad.edu,555-0631,5.45,88,5,15,Medio,0,5.2,5.1,5.1,5.0,5.1,94,160,2022-01-18,Activo,
632,Carlos,Aguilar,25,M,Administración,3,carlos.aguilar@universidad.edu,555-0632,9.77,62,4,18,Bajo,0,10.0,9.9,9.9,9.8,9.9,45,60,2024-07-16,Activo,
633,Mateo,González,18,M,Derecho,2,mateo.gonzález@universidad.edu,555-0633,5.57,60,1,15,Medio,1,5.6,5.8,5.8,5.2,5.6,26,40,2025-01-17,En Riesgo,Baja participación
634,Carlos,Vargas,25,M,Enfermería,4,carlos.vargas@universidad.edu,555-0634,4.63,77,5,19,Medio,0,4.5,4.8,4.7,4.3,4.6,60,80,2024-01-18,Condicional,
635,Laura,Mendoza,22,F,Arquitectura,1,laura.mendoza@universidad.edu,555-0635,9.5,75,3,7,Bajo,0,9.5,9.9,9.8,9.1,9.6,13,20,2025-07-16,Activo,
636,Julieta,Flores,26,F,Enfermería,1,julieta.flores@universidad.edu,555-0636,9.84,50,4,19,Bajo,0,9.5,9.8,9.9,9.9,9.8,10,20,2025-07-16,Activo,
637,Ana,Sánchez,24,F,Arquitectura,1,ana.sánchez@universidad.edu,555-0637,6.42,60,5,10,Medio,0,6.0,6.6,6.6,6.9,6.5,15,20,2025-07-16,Activo,
638,Isidora,Ortega,22,F,Educación,7,isidora.ortega@universidad.edu,555-0638,9.34,85,4,3,Bajo,0,9.6,9.0,9.4,9.5,9.4,76,140,2022-07-17,Activo,
639,Santiago,Flores,23,M,Arquitectura,8,santiago.flores@universidad.edu,555-0639,4.74,53,1,7,Medio,1,4.7,4.9,4.9,4.6,4.8,120,160,2022-01-18,En Riesgo,
640,Nicolás,Medina,26,M,Ingeniería,2,nicolás.medina@universidad.edu,555-0640,7.07,70,3,16,Bajo,0,7.5,7.1,7.5,7.0,7.3,28,40,2025-01-17,Activo,
641,Patricia,Vargas,19,F,Arquitectura,8,patricia.vargas@universidad.edu,555-0641,7.68,59,5,20,Medio,0,8.1,7.9,8.0,7.2,7.8,120,160,2022-01-18,Condicional,
642,Renata,Jiménez,18,F,Psicología,6,renata.jiménez@universidad.edu,555-0642,7.52,85,2,4,Medio,0,8.0,7.4,7.9,7.5,7.7,69,120,2023-01-18,Condicional,
643,Patricia,Herrera,26,F,Enfermería,3,patricia.herrera@universidad.edu,555-0643,4.53,98,5,11,Medio,0,4.1,4.5,4.5,4.6,4.4,45,60,2024-07-16,Activo,
644,Carlos,Morales,26,M,Administración,3,carlos.morales@universidad.edu,555-0644,6.31,64,1,24,Bajo,1,6.4,6.5,6.3,5.9,6.3,35,60,2024-07-16,En Riesgo,Baja participación
645,Antonella,Romero,25,F,Derecho,6,antonella.romero@universidad.edu,555-0645,6.5,65,3,16,Alto,0,6.7,6.6,6.7,7.0,6.8,63,120,2023-01-18,Activo,
646,Joaquín,Ramírez,22,M,Arte,3,joaquín.ramírez@universidad.edu,555-0646,9.86,92,1,6,Bajo,0,9.7,9.9,9.9,10.0,9.9,45,60,2024-07-16,Activo,
647,Mateo,Morales,24,M,Administración,4,mateo.morales@universidad.edu,555-0647,5.69,59,5,22,Alto,1,6.0,6.2,5.7,6.0,6.0,54,80,2024-01-18,En Riesgo,Problemas familiares
648,Emilio,Romero,22,M,Derecho,2,emilio.romero@universidad.edu,555-0648,7.71,84,2,8,Medio,0,7.3,7.3,7.5,7.3,7.4,29,40,2025-01-17,Activo,
649,Amparo,Romero,19,F,Economía,2,amparo.romero@universidad.edu,555-0649,4.37,53,2,9,Bajo,1,4.7,4.7,4.1,4.3,4.5,30,40,2025-01-17,En Riesgo,
650,Julieta,Ramírez,18,F,Educación,2,julieta.ramírez@universidad.edu,555-0650,5.34,99,2,22,Bajo,1,5.5,5.5,4.9,5.6,5.4,28,40,2025-01-17,En Riesgo,Bajo rendimiento académico
651,Rodrigo,García,21,M,Educación,6,rodrigo.garcía@universidad.edu,555-0651,4.65,92,4,18,Medio,0,4.9,4.9,4.3,5.1,4.8,90,120,2023-01-18,Condicional,
652,Sofía,Castillo,24,F,Arquitectura,1,sofía.castillo@universidad.edu,555-0652,9.09,98,3,17,Bajo,0,8.9,9.4,8.8,8.9,9.0,15,20,2025-07-16,Activo,
653,Valentina,Mendoza,18,F,Derecho,1,valentina.mendoza@universidad.edu,555-0653,4.55,98,2,6,Alto,1,4.2,4.3,4.3,4.9,4.4,13,20,2025-07-16,En Riesgo,Baja asistencia
654,Sebastián,Rojas,18,M,Administración,1,sebastián.rojas@universidad.edu,555-0654,8.61,76,3,8,Bajo,0,8.4,8.7,8.4,8.6,8.5,15,20,2025-07-16,Activo,
655,Renata,Mendoza,25,F,Economía,7,renata.mendoza@universidad.edu,555-0655,6.15,62,4,5,Bajo,1,6.1,6.0,6.3,6.1,6.1,76,140,2022-07-17,En Riesgo,Problemas económicos
656,Agustín,Silva,26,M,Arte,4,agustín.silva@universidad.edu,555-0656,4.45,65,3,2,Alto,1,4.7,4.3,4.6,4.2,4.5,59,80,2024-01-18,En Riesgo,Pocas horas de estudio
657,Fernando,García,23,M,Ingeniería,3,fernando.garcía@universidad.edu,555-0657,9.55,70,2,18,Alto,0,9.3,9.4,9.8,9.5,9.5,45,60,2024-07-16,Activo,
658,Antonella,Martínez,22,F,Enfermería,2,antonella.martínez@universidad.edu,555-0658,7.39,59,5,17,Alto,0,7.7,7.1,7.4,7.7,7.5,25,40,2025-01-17,Activo,
659,Joaquín,Rodríguez,23,M,Enfermería,2,joaquín.rodríguez@universidad.edu,555-0659,9.54,51,2,14,Alto,1,9.7,9.5,9.8,9.9,9.7,30,40,2025-01-17,En Riesgo,Pocas horas de estudio
660,Lucía,Silva,24,F,Economía,5,lucía.silva@universidad.edu,555-0660,9.85,67,2,1,Alto,1,10.0,9.9,10.0,10.0,10.0,57,100,2023-07-17,En Riesgo,Problemas económicos
661,Agustín,Ruiz,23,M,Administración,7,agustín.ruiz@universidad.edu,555-0661,4.82,91,4,8,Medio,0,4.9,5.2,4.4,4.6,4.8,74,140,2022-07-17,Activo,
662,Regina,Romero,26,F,Ingeniería,3,regina.romero@universidad.edu,555-0662,8.96,68,1,17,Bajo,1,8.6,9.3,9.0,8.8,8.9,31,60,2024-07-16,En Riesgo,Baja participación
663,Mariana,Ramos,24,F,Ingeniería,5,mariana.ramos@universidad.edu,555-0663,7.24,80,2,25,Medio,0,7.2,7.5,6.9,7.3,7.2,66,100,2023-07-17,Activo,
664,Isidora,Guerrero,18,F,Educación,7,isidora.guerrero@universidad.edu,555-0664,9.56,51,5,12,Alto,0,9.6,9.4,9.5,9.8,9.6,105,140,2022-07-17,Activo,
665,Laura,Jiménez,23,F,Enfermería,8,laura.jiménez@universidad.edu,555-0665,9.89,89,4,20,Medio,0,10.0,9.8,10.0,9.7,9.9,107,160,2022-01-18,Activo,
666,Sofía,López,21,F,Arte,7,sofía.lópez@universidad.edu,555-0666,5.88,85,2,13,Alto,1,5.5,6.4,5.8,5.7,5.8,75,140,2022-07-17,En Riesgo,
667,Agustín,Aguilar,18,M,Medicina,6,agustín.aguilar@universidad.edu,555-0667,4.17,53,1,5,Medio,1,4.4,4.3,4.5,4.6,4.4,82,120,2023-01-18,En Riesgo,
668,Agustín,Castillo,21,M,Administración,2,agustín.castillo@universidad.edu,555-0668,8.03,69,1,7,Alto,1,7.9,7.8,8.3,7.6,7.9,22,40,2025-01-17,En Riesgo,Bajo rendimiento académico
669,Fernando,Herrera,20,M,Medicina,3,fernando.herrera@universidad.edu,555-0669,7.31,65,4,3,Bajo,1,7.6,6.8,7.4,7.1,7.2,30,60,2024-07-16,En Riesgo,
670,Gabriel,Moreno,21,M,Educación,4,gabriel.moreno@universidad.edu,555-0670,6.13,70,4,9,Alto,0,5.8,6.5,5.9,6.5,6.2,60,80,2024-01-18,Activo,
671,Fernando,González,23,M,Arte,7,fernando.gonzález@universidad.edu,555-0671,7.07,71,2,1,Medio,0,6.7,6.8,6.9,7.5,7.0,94,140,2022-07-17,Activo,
672,Isidora,Romero,25,F,Arquitectura,6,isidora.romero@universidad.edu,555-0672,7.55,81,1,9,Alto,0,7.1,7.8,7.1,8.0,7.5,90,120,2023-01-18,Activo,
673,Andrés,López,23,M,Educación,2,andrés.lópez@universidad.edu,555-0673,4.01,60,2,15,Bajo,1,4.0,4.0,4.1,4.4,4.1,30,40,2025-01-17,En Riesgo,Baja asistencia
674,Joaquín,Ramos,25,M,Arquitectura,3,joaquín.ramos@universidad.edu,555-0674,8.06,81,4,22,Medio,0,8.6,7.9,7.9,8.3,8.2,42,60,2024-07-16,Activo,
675,Regina,Herrera,20,F,Educación,3,regina.herrera@universidad.edu,555-0675,5.93,97,2,10,Bajo,1,5.7,6.2,6.2,6.4,6.1,35,60,2024-07-16,En Riesgo,Pocas horas de estudio
676,José,Ramos,20,M,Arquitectura,3,josé.ramos@universidad.edu,555-0676,5.61,53,1,2,Bajo,1,5.5,5.7,5.5,5.3,5.5,45,60,2024-07-16,En Riesgo,Problemas económicos
677,Gabriel,Rodríguez,18,M,Administración,4,gabriel.rodríguez@universidad.edu,555-0677,5.64,63,2,9,Bajo,1,5.2,5.4,6.0,5.4,5.5,43,80,2024-01-18,En Riesgo,Problemas familiares
678,Maximiliano,Flores,20,M,Enfermería,3,maximiliano.flores@universidad.edu,555-0678,7.42,65,5,7,Medio,1,7.0,7.2,7.8,7.6,7.4,45,60,2024-07-16,En Riesgo,Bajo rendimiento académico
679,Tomás,Delgado,24,M,Ingeniería,2,tomás.delgado@universidad.edu,555-0679,5.99,97,4,14,Alto,0,5.5,5.7,5.8,6.2,5.8,30,40,2025-01-17,Activo,
680,Magdalena,Vega,19,F,Educación,3,magdalena.vega@universidad.edu,555-0680,7.05,76,5,24,Bajo,0,7.1,6.9,6.8,7.1,7.0,42,60,2024-07-16,Condicional,
681,Florencia,Morales,26,F,Arquitectura,3,florencia.morales@universidad.edu,555-0681,9.82,52,5,12,Alto,0,9.8,10.0,9.5,9.5,9.7,31,60,2024-07-16,Activo,
682,Carlos,Sánchez,23,M,Arquitectura,6,carlos.sánchez@universidad.edu,555-0682,4.73,52,2,19,Medio,1,4.8,4.6,4.4,4.5,4.6,69,120,2023-01-18,En Riesgo,Problemas económicos
683,Javiera,González,23,F,Medicina,4,javiera.gonzález@universidad.edu,555-0683,6.88,58,4,13,Medio,0,6.8,6.4,7.3,7.0,6.9,46,80,2024-01-18,Activo,
684,Patricia,Ortega,20,F,Arquitectura,5,patricia.ortega@universidad.edu,555-0684,8.52,96,2,15,Alto,0,8.7,8.2,8.2,8.3,8.3,75,100,2023-07-17,Activo,
685,Regina,Ortega,21,F,Administración,3,regina.ortega@universidad.edu,555-0685,7.07,99,1,5,Alto,0,7.3,6.9,7.1,7.3,7.1,39,60,2024-07-16,Condicional,
686,Benjamín,Aguilar,19,M,Derecho,7,benjamín.aguilar@universidad.edu,555-0686,8.06,95,5,24,Bajo,0,7.6,7.8,8.4,8.2,8.0,94,140,2022-07-17,Activo,
687,Laura,Hernández,23,F,Enfermería,3,laura.hernández@universidad.edu,555-0687,5.43,55,1,16,Medio,1,5.1,5.0,5.8,5.0,5.2,45,60,2024-07-16,En Riesgo,
688,Ana,Pérez,19,F,Educación,1,ana.pérez@universidad.edu,555-0688,9.31,65,2,22,Medio,1,9.8,9.5,8.9,9.2,9.4,15,20,2025-07-16,En Riesgo,Baja asistencia
689,Sofía,Mendoza,23,F,Arte,2,sofía.mendoza@universidad.edu,555-0689,5.13,98,4,18,Medio,0,5.1,5.6,5.3,5.4,5.3,29,40,2025-01-17,Activo,
690,María,Torres,18,F,Economía,7,maría.torres@universidad.edu,555-0690,8.5,70,2,25,Bajo,0,8.5,8.2,8.7,8.1,8.4,105,140,2022-07-17,Activo,
691,Mariana,Guerrero,25,F,Medicina,7,mariana.guerrero@universidad.edu,555-0691,6.59,52,4,4,Medio,1,6.4,6.3,6.5,6.7,6.5,93,140,2022-07-17,En Riesgo,Pocas horas de estudio
